event_id,user_id,event_time,event_name,step_order,acquisition_channel,campaign
E000237,U00067,2026-03-18 10:26:00,test_started,2,Google Ads,ga_competitor
E000238,U00067,2026-03-18 10:40:00,test_completed,3,Google Ads,ga_competitor
E000239,U00067,2026-03-18 13:38:00,registration,4,Google Ads,ga_competitor
E000240,U00067,2026-03-20 05:38:00,plan_selected,7,Google Ads,ga_competitor
E000241,U00067,2026-03-20 06:59:00,payment_success,8,Google Ads,ga_competitor
E000242,U00068,2026-01-18 15:18:00,site_visit,1,Instagram,ig_reels_beginner
E000243,U00068,2026-01-18 16:02:00,test_started,2,Instagram,ig_reels_beginner
E000244,U00068,2026-01-18 16:17:00,registration,4,Instagram,ig_reels_beginner
E000245,U00069,2026-03-15 20:36:00,site_visit,1,Instagram,ig_story_discount
E000246,U00069,2026-03-15 20:56:00,pricing_page_view,1,Instagram,ig_story_discount
E000247,U00069,2026-03-15 21:01:00,test_started,2,Instagram,ig_story_discount
E000248,U00069,2026-03-15 21:36:00,test_completed,3,Instagram,ig_story_discount
E000249,U00069,2026-03-15 23:23:00,registration,4,Instagram,ig_story_discount
E000250,U00070,2026-01-29 17:49:00,site_visit,1,TikTok,tt_short_lessons
E000251,U00071,2026-01-14 11:16:00,site_visit,1,Telegram,tg_channel_post
E000252,U00071,2026-01-14 11:54:00,test_started,2,Telegram,tg_channel_post
E000253,U00071,2026-01-14 12:16:00,test_completed,3,Telegram,tg_channel_post
E000254,U00072,2026-02-10 11:28:00,site_visit,1,TikTok,tt_discount_challenge
E000255,U00072,2026-02-10 11:58:00,test_started,2,TikTok,tt_discount_challenge
E000256,U00072,2026-02-10 12:17:00,test_completed,3,TikTok,tt_discount_challenge
E000257,U00072,2026-02-10 12:45:00,registration,4,TikTok,tt_discount_challenge
E000258,U00073,2026-01-06 21:58:00,site_visit,1,TikTok,tt_discount_challenge
E000259,U00073,2026-01-06 22:02:00,pricing_page_view,1,TikTok,tt_discount_challenge
E000260,U00074,2026-03-06 12:02:00,site_visit,1,Partner Referral,partner_blog
E000261,U00074,2026-03-06 12:30:00,test_started,2,Partner Referral,partner_blog
E000262,U00074,2026-03-06 12:59:00,test_completed,3,Partner Referral,partner_blog
E000263,U00074,2026-03-06 13:28:00,registration,4,Partner Referral,partner_blog
E000264,U00074,2026-03-07 06:28:00,trial_booked,5,Partner Referral,partner_blog
E000265,U00074,2026-03-12 16:28:00,trial_attended,6,Partner Referral,partner_blog
E000266,U00074,2026-03-07 08:28:00,plan_selected,7,Partner Referral,partner_blog
E000267,U00074,2026-03-07 09:56:00,payment_success,8,Partner Referral,partner_blog
E000268,U00075,2026-02-09 19:41:00,site_visit,1,YouTube,yt_pre_roll
E000269,U00075,2026-02-09 20:24:00,test_started,2,YouTube,yt_pre_roll
E000270,U00075,2026-02-09 20:48:00,test_completed,3,YouTube,yt_pre_roll
E000271,U00075,2026-02-09 21:39:00,registration,4,YouTube,yt_pre_roll
E000272,U00075,2026-02-12 12:39:00,plan_selected,7,YouTube,yt_pre_roll
E000273,U00075,2026-02-12 13:21:00,payment_failed,8,YouTube,yt_pre_roll
E000274,U00076,2026-03-06 08:42:00,site_visit,1,Telegram,tg_channel_post
E000275,U00076,2026-03-06 08:54:00,test_started,2,Telegram,tg_channel_post
E000276,U00076,2026-03-06 09:03:00,test_completed,3,Telegram,tg_channel_post
E000277,U00076,2026-03-06 10:20:00,registration,4,Telegram,tg_channel_post
E000278,U00077,2026-02-09 22:57:00,site_visit,1,TikTok,tt_viral_test
E000279,U00077,2026-02-09 23:32:00,test_started,2,TikTok,tt_viral_test
E000280,U00077,2026-02-09 23:45:00,test_completed,3,TikTok,tt_viral_test
E000281,U00078,2026-01-07 22:55:00,site_visit,1,Instagram,ig_story_discount
E000282,U00078,2026-01-07 23:01:00,pricing_page_view,1,Instagram,ig_story_discount
E000283,U00078,2026-01-07 23:29:00,test_started,2,Instagram,ig_story_discount
E000284,U00078,2026-01-07 23:50:00,test_completed,3,Instagram,ig_story_discount
E000285,U00079,2026-01-07 19:32:00,site_visit,1,Partner Referral,partner_hr_benefit
E000286,U00079,2026-01-07 19:43:00,pricing_page_view,1,Partner Referral,partner_hr_benefit
E000287,U00079,2026-01-07 19:42:00,test_started,2,Partner Referral,partner_hr_benefit
E000288,U00079,2026-01-07 20:16:00,test_completed,3,Partner Referral,partner_hr_benefit
E000289,U00080,2026-02-27 07:57:00,site_visit,1,Google Ads,ga_search_english_course
E000290,U00080,2026-02-27 08:17:00,test_started,2,Google Ads,ga_search_english_course
E000291,U00080,2026-02-27 08:28:00,test_completed,3,Google Ads,ga_search_english_course
E000292,U00080,2026-02-27 09:01:00,registration,4,Google Ads,ga_search_english_course
E000293,U00080,2026-03-02 06:01:00,plan_selected,7,Google Ads,ga_search_english_course
E000294,U00081,2026-01-01 18:15:00,site_visit,1,Instagram,ig_story_discount
E000295,U00081,2026-01-01 18:49:00,test_started,2,Instagram,ig_story_discount
E000296,U00081,2026-01-01 19:09:00,test_completed,3,Instagram,ig_story_discount
E000297,U00081,2026-01-01 20:53:00,registration,4,Instagram,ig_story_discount
E000298,U00081,2026-01-01 23:53:00,plan_selected,7,Instagram,ig_story_discount
E000299,U00081,2026-01-02 00:28:00,payment_success,8,Instagram,ig_story_discount
E000300,U00082,2026-02-12 11:02:00,site_visit,1,YouTube,yt_long_form
E000301,U00082,2026-02-12 11:15:00,test_started,2,YouTube,yt_long_form
E000302,U00082,2026-02-12 13:17:00,registration,4,YouTube,yt_long_form
E000303,U00082,2026-02-13 02:17:00,trial_booked,5,YouTube,yt_long_form
E000304,U00082,2026-02-16 14:17:00,trial_attended,6,YouTube,yt_long_form
E000305,U00082,2026-02-15 11:17:00,plan_selected,7,YouTube,yt_long_form
E000306,U00082,2026-02-15 12:44:00,payment_success,8,YouTube,yt_long_form
E000307,U00083,2026-03-25 17:17:00,site_visit,1,TikTok,tt_viral_test
E000308,U00084,2026-02-04 09:46:00,site_visit,1,YouTube,yt_long_form
E000309,U00084,2026-02-04 09:57:00,pricing_page_view,1,YouTube,yt_long_form
E000310,U00084,2026-02-04 10:07:00,test_started,2,YouTube,yt_long_form
E000311,U00084,2026-02-04 10:37:00,test_completed,3,YouTube,yt_long_form
E000312,U00084,2026-02-04 12:12:00,registration,4,YouTube,yt_long_form
E000313,U00084,2026-02-04 20:12:00,plan_selected,7,YouTube,yt_long_form
E000314,U00085,2026-01-21 07:09:00,site_visit,1,Telegram,tg_webinar_invite
E000315,U00085,2026-01-21 07:47:00,test_started,2,Telegram,tg_webinar_invite
E000316,U00085,2026-01-21 07:59:00,test_completed,3,Telegram,tg_webinar_invite
E000317,U00086,2026-03-15 11:33:00,site_visit,1,TikTok,tt_viral_test
E000318,U00086,2026-03-15 11:50:00,pricing_page_view,1,TikTok,tt_viral_test
E000319,U00086,2026-03-15 12:10:00,test_started,2,TikTok,tt_viral_test
E000320,U00086,2026-03-15 12:42:00,test_completed,3,TikTok,tt_viral_test
E000321,U00086,2026-03-15 14:52:00,registration,4,TikTok,tt_viral_test
E000322,U00086,2026-03-15 19:52:00,trial_booked,5,TikTok,tt_viral_test
E000323,U00086,2026-03-20 04:52:00,trial_attended,6,TikTok,tt_viral_test
E000324,U00086,2026-03-17 07:52:00,plan_selected,7,TikTok,tt_viral_test
E000325,U00087,2026-01-21 12:50:00,site_visit,1,TikTok,tt_short_lessons
E000326,U00087,2026-01-21 13:28:00,test_started,2,TikTok,tt_short_lessons
E000327,U00087,2026-01-21 14:01:00,test_completed,3,TikTok,tt_short_lessons
E000328,U00087,2026-01-21 14:28:00,registration,4,TikTok,tt_short_lessons
E000329,U00087,2026-01-23 12:28:00,trial_booked,5,TikTok,tt_short_lessons
E000330,U00087,2026-01-29 02:28:00,trial_attended,6,TikTok,tt_short_lessons
E000331,U00088,2026-01-17 17:41:00,site_visit,1,Telegram,tg_channel_post
E000332,U00088,2026-01-17 17:51:00,test_started,2,Telegram,tg_channel_post
E000333,U00088,2026-01-17 18:26:00,test_completed,3,Telegram,tg_channel_post
E000334,U00088,2026-01-17 19:53:00,registration,4,Telegram,tg_channel_post
E000335,U00088,2026-01-20 14:53:00,plan_selected,7,Telegram,tg_channel_post
